,line,title,image_url,scraped_at,image_name,next_bid_auction,price_buy_now,ends_on,time_remaining,seconds_remaining,sale_type
0,starwars,Lego Star Wars Sammlung,https://img.ricardostatic.ch/t_1800x1350/pl/1150667090/3/1/,2020-12-28 09:38:34,0_legosets.jpg,,330.0,2020-12-29 10:25:00,1 days 00:46:26,2786,buy_now
1,starwars,Lego Star Wars Republic Gunship,https://img.ricardostatic.ch/t_1800x1350/pl/1151457938/2/1/,2020-12-28 09:38:38,1_legosets.jpg,100.0,,2020-12-30 20:19:00,2 days 10:40:22,38422,auction
2,starwars,Kylo Ren‘s TIE Fighter,https://img.ricardostatic.ch/t_1800x1350/pl/1151304770/0/1/,2020-12-28 09:38:42,2_legosets.jpg,48.0,,2020-12-29 19:56:00,1 days 10:17:18,37038,auction
3,starwars,lego star wars,https://img.ricardostatic.ch/t_1800x1350/pl/1151391298/1/1/,2020-12-28 09:38:45,3_legosets.jpg,12.0,,2020-12-30 12:04:00,2 days 02:25:15,8715,auction
4,starwars,LEGO Star Wars & Harry Potter,https://img.ricardostatic.ch/t_1800x1350/pl/1151695012/0/1/,2020-12-28 09:38:49,4_legosets.jpg,52.0,,2021-01-03 18:06:00,6 days 08:27:11,30431,auction
5,starwars,Set 4475 und Set 4476 Lego Star Wars,https://img.ricardostatic.ch/t_1800x1350/pl/1151071220/1/1/,2020-12-28 09:38:53,5_legosets.jpg,61.0,,2020-12-28 20:15:00,0 days 10:36:07,38167,auction
6,starwars,Set 7180 B-Wing  Control Center,https://img.ricardostatic.ch/t_1800x1350/pl/1151070390/0/1/,2020-12-28 09:38:57,6_legosets.jpg,57.0,,2020-12-28 20:00:00,0 days 10:21:03,37263,auction
7,starwars,Lego Star Wars,https://img.ricardostatic.ch/t_1800x1350/pl/1151200988/0/1/,2020-12-28 09:39:01,7_legosets.jpg,101.0,280.0,2020-12-29 09:38:00,0 days 23:58:59,86339,both
8,starwars,LEGO Star Wars Bounty Gunship 7930,https://img.ricardostatic.ch/t_1800x1350/pl/1151105790/1/1/,2020-12-28 09:39:04,8_legosets.jpg,36.0,59.0,2020-12-29 19:29:00,1 days 09:49:56,35396,both
9,starwars,LEGO Star Wars 7961 - Sith Infiltrator,https://img.ricardostatic.ch/t_1800x1350/pl/1150879404/1/1/,2020-12-28 09:39:08,9_legosets.jpg,31.0,50.0,2020-12-28 19:29:00,0 days 09:49:52,35392,both
10,starwars,Star Wars Minifigur Clone Commander Cody,https://img.ricardostatic.ch/t_1800x1350/pl/1151362372/1/1/,2020-12-28 09:39:12,10_legosets.jpg,8.0,13.0,2020-12-29 19:28:00,1 days 09:48:48,35328,both
11,starwars,Star Wars Minifigur Bad Batch Wrecker,https://img.ricardostatic.ch/t_1800x1350/pl/1151358256/1/1/,2020-12-28 09:39:16,11_legosets.jpg,8.0,13.0,2020-12-28 19:28:00,0 days 09:48:44,35324,both
12,starwars,LEGO Star Wars Wolfpack Clone Trooper,https://img.ricardostatic.ch/t_1800x1350/pl/1151412350/1/1/,2020-12-28 09:39:19,12_legosets.jpg,28.0,35.0,2020-12-30 19:29:00,2 days 09:49:41,35381,both
13,starwars,LEGO Star Wars ARC Trooper 9488,https://img.ricardostatic.ch/t_1800x1350/pl/1150829310/1/1/,2020-12-28 09:39:23,13_legosets.jpg,27.0,39.0,2020-12-28 19:29:00,0 days 09:49:37,35377,both
14,starwars,LEGO Star Wars Republic Striker 9497,https://img.ricardostatic.ch/t_1800x1350/pl/1151675436/1/1/,2020-12-28 09:39:27,14_legosets.jpg,45.0,69.0,2021-01-02 19:28:00,5 days 09:48:33,35313,both
15,starwars,LEGO Star Wars Jedi Consular,https://img.ricardostatic.ch/t_1800x1350/pl/1151107610/1/1/,2020-12-28 09:39:31,15_legosets.jpg,35.0,49.0,2020-12-30 19:28:00,2 days 09:48:29,35309,both
16,starwars,LEGO Star Wars Clone Commander Wolffe,https://img.ricardostatic.ch/t_1800x1350/pl/1151412224/1/1/,2020-12-28 09:39:35,16_legosets.jpg,46.0,59.0,2020-12-30 19:29:00,2 days 09:49:25,35365,both
17,starwars,LEGO Star Wars Minifigur Eeth Koth,https://img.ricardostatic.ch/t_1000x750/pl/1151757926/1/1/lego-star-wars-minifigur-eeth-koth.jpg,2020-12-28 09:39:38,17_legosets.jpg,23.0,30.0,2021-01-03 19:30:00,6 days 09:50:22,35422,both
18,starwars,LEGO Star Wars Battle for Geonosis 7869,https://img.ricardostatic.ch/t_1800x1350/pl/1150877382/1/1/,2020-12-28 09:39:42,18_legosets.jpg,59.0,80.0,2020-12-29 19:30:00,1 days 09:50:18,35418,both
19,starwars,Lego Star Wars 75089 - Geonosis Troopers,https://img.ricardostatic.ch/t_1800x1350/pl/1151108532/1/1/,2020-12-28 09:39:46,19_legosets.jpg,35.0,45.0,2020-12-29 19:30:00,1 days 09:50:14,35414,both
20,starwars,LEGO Star Wars 8086 - Droid Tri-Fighter,https://img.ricardostatic.ch/t_1800x1350/pl/1151692382/1/1/,2020-12-28 09:39:50,20_legosets.jpg,45.0,59.0,2021-01-02 19:28:00,5 days 09:48:10,35290,both
21,starwars,LEGO Star Wars 75052 Mos Eisley Cantina,https://img.ricardostatic.ch/t_1800x1350/pl/1151427068/1/1/,2020-12-28 09:39:54,21_legosets.jpg,169.0,219.0,2020-12-30 19:29:00,2 days 09:49:06,35346,both
22,starwars,LEGO Star Wars Shadow Guard,https://img.ricardostatic.ch/t_1800x1350/pl/1151750016/0/1/,2020-12-28 09:39:58,22_legosets.jpg,14.9,19.9,2021-01-02 22:02:00,5 days 12:22:02,44522,both
23,starwars,LEGO Star Wars Bobba Fett,https://img.ricardostatic.ch/t_1800x1350/pl/1150470032/0/1/,2020-12-28 09:40:02,23_legosets.jpg,9.9,14.9,2021-01-04 22:03:00,7 days 12:22:58,44578,both
24,starwars,LEGO Star Wars Anakin + Luke Skywalker,https://img.ricardostatic.ch/t_1800x1350/pl/1151741442/0/1/,2020-12-28 09:40:06,24_legosets.jpg,15.9,24.9,2021-01-03 21:02:00,6 days 11:21:54,40914,both
25,starwars,LEGO Star Wars 8084 Snowtrooper Pack,https://img.ricardostatic.ch/t_1800x1350/pl/1150880396/1/1/,2020-12-28 09:40:09,25_legosets.jpg,21.0,,2020-12-29 14:00:00,1 days 04:19:51,15591,auction
26,starwars,Lego Star Wars Phantom 75170,https://img.ricardostatic.ch/t_1800x1350/pl/1149710046/1/1/,2020-12-28 09:40:13,26_legosets.jpg,,35.0,2021-01-02 13:07:00,5 days 03:26:47,12407,buy_now
27,starwars,Lego Star Wars Darth Maul´s Raumschiff,https://img.ricardostatic.ch/t_1800x1350/pl/1151661270/0/1/,2020-12-28 09:40:17,27_legosets.jpg,14.0,38.0,2021-01-01 10:11:00,4 days 00:30:43,1843,both
28,starwars,Div. Lego Figuren / Star Wars und so,https://img.ricardostatic.ch/t_1800x1350/pl/1151695218/1/1/,2020-12-28 09:40:21,28_legosets.jpg,35.9,44.9,2021-01-02 18:59:00,5 days 09:18:39,33519,both
29,starwars,LEGO Star Wars Luke Planet Hoth,https://img.ricardostatic.ch/t_1800x1350/pl/1150480772/0/1/,2020-12-28 09:40:25,29_legosets.jpg,8.9,11.9,2021-01-06 23:03:00,9 days 13:22:35,48155,both
30,starwars,Lego Star Wars Raumschiff,https://img.ricardostatic.ch/t_1800x1350/pl/1151660862/0/1/,2020-12-28 09:40:29,30_legosets.jpg,9.9,39.0,2021-01-01 10:09:00,4 days 00:28:31,1711,both
31,starwars,LEGO Star Wars Minifigur,https://img.ricardostatic.ch/t_1800x1350/pl/1150694548/0/1/,2020-12-28 09:40:33,31_legosets.jpg,4.0,,2020-12-28 20:24:00,0 days 10:43:27,38607,auction
32,starwars,LEGO Snowtrooper Minifigur,https://img.ricardostatic.ch/t_1800x1350/pl/1150681264/0/1/,2020-12-28 09:40:36,32_legosets.jpg,5.0,,2021-01-03 03:20:00,5 days 17:39:24,63564,auction
33,starwars,Lego Star Wars Kanone,https://img.ricardostatic.ch/t_1800x1350/pl/1151499444/0/1/,2020-12-28 09:40:40,33_legosets.jpg,4.0,16.0,2020-12-31 08:18:00,2 days 22:37:20,81440,both
34,starwars,Lego Star Wars Droidentransporter,https://img.ricardostatic.ch/t_1800x1350/pl/1151378570/0/1/,2020-12-28 09:40:44,34_legosets.jpg,6.0,25.0,2020-12-30 11:40:00,2 days 01:59:16,7156,both
35,starwars,Lego • Star Wars X-Wing Fighter • 7191,https://img.ricardostatic.ch/t_1800x1350/pl/1150939816/0/1/,2020-12-28 09:40:48,35_legosets.jpg,350.0,,2021-01-03 20:05:00,6 days 10:24:12,37452,auction
36,starwars,Lego Star Wars Raumschiff,https://img.ricardostatic.ch/t_1800x1350/pl/1151387882/0/1/,2020-12-28 09:40:52,36_legosets.jpg,6.0,19.0,2020-12-30 12:44:00,2 days 03:03:08,10988,both
37,starwars,Lego minifigure (minifiguren) Star Wars,https://img.ricardostatic.ch/t_1000x750/pl/1151548456/1/1/lego-minifigure-minifiguren-star-wars.jpg,2020-12-28 09:40:56,37_legosets.jpg,9.0,15.0,2020-12-31 15:28:00,3 days 05:47:04,20824,both
38,starwars,Lego Star Wars Kanone,https://img.ricardostatic.ch/t_1800x1350/pl/1151660952/0/1/,2020-12-28 09:41:00,38_legosets.jpg,9.9,29.9,2021-01-01 10:09:00,4 days 00:28:00,1680,both
39,starwars,Lego Star Wars TIE Fighter,https://img.ricardostatic.ch/t_1800x1350/pl/1151380566/0/1/,2020-12-28 09:41:04,39_legosets.jpg,19.0,59.0,2020-12-30 11:50:00,2 days 02:08:56,7736,both
40,starwars,Lego Star Wars Figur,https://img.ricardostatic.ch/t_1000x750/pl/1150688816/0/1/lego-star-wars-figur.jpg,2020-12-28 09:41:08,40_legosets.jpg,5.0,,2020-12-29 13:31:00,1 days 03:49:52,13792,auction
41,starwars,Lego Star Wars Set,https://img.ricardostatic.ch/t_1800x1350/pl/1151378772/0/1/,2020-12-28 09:41:11,41_legosets.jpg,10.9,39.0,2020-12-30 11:42:00,2 days 02:00:49,7249,both
42,starwars,Lego Star Wars Battle of Hoth Spiel,https://img.ricardostatic.ch/t_1800x1350/pl/1151833338/0/1/,2020-12-28 09:41:15,42_legosets.jpg,5.0,15.0,2021-01-02 13:48:00,5 days 04:06:45,14805,both
43,starwars,Lego Star Wars Droiden,https://img.ricardostatic.ch/t_1800x1350/pl/1151993422/0/1/,2020-12-28 09:41:19,43_legosets.jpg,2.0,19.0,2021-01-03 15:08:00,6 days 05:26:41,19601,both
44,starwars,Lego Star Wars: 75101,https://img.ricardostatic.ch/t_1800x1350/pl/1151682308/0/1/,2020-12-28 09:41:23,44_legosets.jpg,26.0,,2021-01-01 13:03:00,4 days 03:21:37,12097,auction
45,starwars,Lego Start Wars Rey Speeder 75099,https://img.ricardostatic.ch/t_1800x1350/pl/1151539536/0/1/,2020-12-28 09:41:27,45_legosets.jpg,20.0,,2020-12-31 14:16:00,3 days 04:34:33,16473,auction
46,starwars,div. Star Wars Modelle,https://img.ricardostatic.ch/t_1000x750/pl/1151750142/0/1/div-star-wars-modelle.jpg,2020-12-28 09:41:30,46_legosets.jpg,55.0,,2021-01-01 21:56:00,4 days 12:14:30,44070,auction
47,starwars,5x Star Wars E-11 Blaster Rifles,https://img.ricardostatic.ch/t_1800x1350/pl/1150492396/1/1/,2020-12-28 09:41:34,47_legosets.jpg,,7.0,2021-01-07 01:39:00,9 days 15:57:26,57446,buy_now
48,starwars,5x Star Wars NN-14 Blaster Pistols,https://img.ricardostatic.ch/t_1800x1350/pl/1150492682/0/1/,2020-12-28 09:41:38,48_legosets.jpg,,8.0,2021-01-07 01:42:00,9 days 16:00:22,57622,buy_now
49,starwars,Star Wars Lego 75157,https://img.ricardostatic.ch/t_1000x750/pl/1150369978/2/1/star-wars-lego-75157.jpg,2020-12-28 09:41:42,49_legosets.jpg,61.0,,2021-01-03 16:20:00,6 days 06:38:18,23898,auction
50,starwars,Star wars Fahrzeuge,https://img.ricardostatic.ch/t_1800x1350/pl/1151868886/0/1/,2020-12-28 09:41:46,50_legosets.jpg,94.0,,2021-01-03 19:29:00,6 days 09:47:14,35234,auction
51,starwars,Lego Star Wars Storm Trooper,https://img.ricardostatic.ch/t_1800x1350/pl/1150681522/2/1/,2020-12-28 09:41:49,51_legosets.jpg,,2.9,2020-12-29 12:26:00,1 days 02:44:11,9851,buy_now
52,starwars,Lego Star Wars Storm Trooper,https://img.ricardostatic.ch/t_1800x1350/pl/1150681702/2/1/,2020-12-28 09:41:53,52_legosets.jpg,,2.9,2020-12-29 12:28:00,1 days 02:46:07,9967,buy_now
53,starwars,Lego Star Wars Storm Trooper,https://img.ricardostatic.ch/t_1800x1350/pl/1150681802/2/1/,2020-12-28 09:41:57,53_legosets.jpg,,2.9,2020-12-29 12:28:00,1 days 02:46:03,9963,buy_now
54,starwars,Lego Star Wars Droide,https://img.ricardostatic.ch/t_1800x1350/pl/1150682020/2/1/,2020-12-28 09:42:01,54_legosets.jpg,,2.9,2020-12-29 12:31:00,1 days 02:48:59,10139,buy_now
55,starwars,Lego Star Wars   75151,https://img.ricardostatic.ch/t_1000x750/pl/1150577788/0/1/lego-star-wars-75151.jpg,2020-12-28 09:42:04,55_legosets.jpg,61.0,,2020-12-28 18:00:00,0 days 08:17:56,29876,auction
56,starwars,Lego Star Wars 75135 u 75101 im set,https://img.ricardostatic.ch/t_1000x750/pl/1150578684/0/1/lego-star-wars-75135-u-75101-im-set.jpg,2020-12-28 09:42:08,56_legosets.jpg,50.0,,2020-12-28 18:00:00,0 days 08:17:52,29872,auction
57,starwars,Lego Star Wars 75141,https://img.ricardostatic.ch/t_1000x750/pl/1150370502/2/1/lego-star-wars-75141.jpg,2020-12-28 09:42:12,57_legosets.jpg,20.0,30.0,2021-01-03 16:26:00,6 days 06:43:48,24228,both
58,starwars,Star Wars 75100,https://img.ricardostatic.ch/t_1000x750/pl/1150149046/1/1/star-wars-75100.jpg,2020-12-28 09:42:16,58_legosets.jpg,15.0,25.0,2021-01-03 16:28:00,6 days 06:45:44,24344,both
59,starwars,Laser Pegs,https://img.ricardostatic.ch/t_1000x750/pl/1150237992/1/1/laser-pegs.jpg,2020-12-28 09:42:20,59_legosets.jpg,10.0,20.0,2021-01-03 16:34:00,6 days 06:51:40,24700,both
60,starwars,Lego Star Wars Sammlung,https://img.ricardostatic.ch/t_1800x1350/pl/1150667090/3/1/,2020-12-28 09:42:24,60_legosets.jpg,,330.0,2020-12-29 10:25:00,1 days 00:42:36,2556,buy_now
61,starwars,Lego Star Wars 8093,https://img.ricardostatic.ch/t_1800x1350/pl/1151242808/0/1/,2020-12-28 09:42:27,61_legosets.jpg,33.0,53.0,2020-12-29 13:45:00,1 days 04:02:33,14553,both
62,starwars,Han Solo set 75137,https://img.ricardostatic.ch/t_1000x750/pl/1150148330/1/1/han-solo-set-75137.jpg,2020-12-28 09:42:31,62_legosets.jpg,20.0,30.0,2021-01-03 16:35:00,6 days 06:52:29,24749,both
63,starwars,Lego Star Wars  75089,https://img.ricardostatic.ch/t_1000x750/pl/1150371538/1/1/lego-star-wars-75089.jpg,2020-12-28 09:42:35,63_legosets.jpg,20.0,27.0,2021-01-03 16:38:00,6 days 06:55:25,24925,both
64,starwars,LEGO Star Wars Geonosian Cannon 9491,https://img.ricardostatic.ch/t_1800x1350/pl/1148903124/1/1/,2020-12-28 09:42:39,64_legosets.jpg,35.0,49.0,2021-01-05 13:30:00,8 days 03:47:21,13641,both
65,starwars,LEGO Star Wars 8019  Republic Attack,https://img.ricardostatic.ch/t_1800x1350/pl/1151790586/1/1/,2020-12-28 09:42:43,65_legosets.jpg,110.0,149.0,2021-01-03 19:29:00,6 days 09:46:17,35177,both
66,starwars,Star Wars Minifiguren the Bad Batch,https://img.ricardostatic.ch/t_1800x1350/pl/1152057218/1/1/,2020-12-28 09:42:46,66_legosets.jpg,35.0,49.0,2021-01-04 19:30:00,7 days 09:47:14,35234,both
67,starwars,Star Wars Minifigur Bad Batch Crosshair,https://img.ricardostatic.ch/t_1800x1350/pl/1152057414/1/1/,2020-12-28 09:42:50,67_legosets.jpg,8.0,13.0,2021-01-03 19:29:00,6 days 09:46:10,35170,both
68,starwars,LEGO Star Wars Clone Walker 8014,https://img.ricardostatic.ch/t_1800x1350/pl/1148975010/1/1/,2020-12-28 09:42:54,68_legosets.jpg,55.0,69.0,2021-01-04 21:31:00,7 days 11:48:06,42486,both
69,starwars,LEGO Star Wars 7663 mit Orginalanleitung,https://img.ricardostatic.ch/t_1800x1350/pl/1149964830/0/1/,2020-12-28 09:42:58,69_legosets.jpg,1.0,,2020-12-28 17:28:00,0 days 07:45:02,27902,auction
70,starwars,Lego Star Wars 7929 The Battle of Naboo,https://img.ricardostatic.ch/t_1800x1350/pl/1149308982/1/1/,2020-12-28 09:43:02,70_legosets.jpg,49.0,89.0,2021-01-03 19:31:00,6 days 09:47:58,35278,both
71,starwars,LEGO Star Wars 7672 Rogue Shadow,https://img.ricardostatic.ch/t_1800x1350/pl/1149333072/1/1/,2020-12-28 09:43:05,71_legosets.jpg,109.0,149.0,2021-01-03 15:41:00,6 days 05:57:55,21475,both
72,starwars,LEGO Star Wars Tiins Starfighter 9498,https://img.ricardostatic.ch/t_1800x1350/pl/1147231828/1/1/,2020-12-28 09:43:09,72_legosets.jpg,39.0,49.0,2021-01-04 22:33:00,7 days 12:49:51,46191,both
73,starwars,LEGO Star Wars 7913 - Clone Trooper,https://img.ricardostatic.ch/t_1800x1350/pl/1148903694/1/1/,2020-12-28 09:43:13,73_legosets.jpg,35.0,45.0,2021-01-05 13:31:00,8 days 03:47:47,13667,both
74,starwars,LEGO Star Wars 9525 - Pre Vizsla's Manda,https://img.ricardostatic.ch/t_1800x1350/pl/1148821478/1/1/,2020-12-28 09:43:17,74_legosets.jpg,59.0,89.0,2021-01-03 15:30:00,6 days 05:46:43,20803,both
75,starwars,LEGO Star Wars Mandalorian Super Command,https://img.ricardostatic.ch/t_1800x1350/pl/1148306550/1/1/,2020-12-28 09:43:21,75_legosets.jpg,19.0,26.0,2020-12-31 23:30:00,3 days 13:46:39,49599,both
76,starwars,LEGO Star Wars Rebel Trooper 8083,https://img.ricardostatic.ch/t_1800x1350/pl/1148825816/1/1/,2020-12-28 09:43:25,76_legosets.jpg,24.0,38.0,2021-01-03 15:30:00,6 days 05:46:35,20795,both
77,starwars,LEGO Star Wars The Battle of Endor 8038,https://img.ricardostatic.ch/t_1800x1350/pl/1150149232/1/1/,2020-12-28 09:43:29,77_legosets.jpg,219.0,249.0,2020-12-29 17:30:00,1 days 07:46:31,27991,both
78,starwars,LEGO Star Wars 8092 Lukes Landspeeder,https://img.ricardostatic.ch/t_1800x1350/pl/1149548980/1/1/,2020-12-28 09:43:32,78_legosets.jpg,24.0,35.0,2020-12-31 19:41:00,3 days 09:57:28,35848,both
79,starwars,LEGO Star Wars 7914 Mandalorian Battle,https://img.ricardostatic.ch/t_1800x1350/pl/1148901882/1/1/,2020-12-28 09:43:36,79_legosets.jpg,26.0,39.0,2021-01-02 13:32:00,5 days 03:48:24,13704,both
80,starwars,Lego Star Wars Minifigur,https://img.ricardostatic.ch/t_1000x750/pl/1151355720/0/1/lego-star-wars-minifigur.jpg,2020-12-28 09:43:40,80_legosets.jpg,,5.0,2020-12-30 06:49:00,1 days 21:05:20,75920,buy_now
81,starwars,LEGO Star Wars Kashyyyk Troopers 75035,https://img.ricardostatic.ch/t_1800x1350/pl/1148823248/1/1/,2020-12-28 09:43:44,81_legosets.jpg,45.0,65.0,2021-01-03 15:31:00,6 days 05:47:16,20836,both
82,starwars,LEGO Star Wars Imperial Patrol 75207,https://img.ricardostatic.ch/t_1800x1350/pl/1147230954/1/1/,2020-12-28 09:43:48,82_legosets.jpg,19.0,29.0,2021-01-04 22:31:00,7 days 12:47:12,46032,both
83,starwars,LEGO Star Wars Death Star Troopers 75034,https://img.ricardostatic.ch/t_1800x1350/pl/1147230272/1/1/,2020-12-28 09:43:52,83_legosets.jpg,25.0,39.0,2021-01-04 22:32:00,7 days 12:48:08,46088,both
84,starwars,LEGO Star Wars MTT 75058,https://img.ricardostatic.ch/t_1800x1350/pl/1148989172/1/1/,2020-12-28 09:43:56,84_legosets.jpg,219.0,249.0,2021-01-04 19:31:00,7 days 09:47:04,35224,both
85,starwars,Star Wars 75084,https://img.ricardostatic.ch/t_1000x750/pl/1150009390/4/1/star-wars-75084.jpg,2020-12-28 09:43:59,85_legosets.jpg,30.0,40.0,2021-01-03 16:24:00,6 days 06:40:01,24001,both
86,starwars,100 Lego Star Wars Figuren,https://img.ricardostatic.ch/t_1800x1350/pl/1150470376/1/1/,2020-12-28 09:44:03,86_legosets.jpg,,549.0,2021-01-05 12:18:00,8 days 02:33:57,9237,buy_now
87,starwars,LEGO Star Wars General Grievous,https://img.ricardostatic.ch/t_1800x1350/pl/1148306828/1/1/,2020-12-28 09:44:07,87_legosets.jpg,25.0,35.0,2020-12-31 23:30:00,3 days 13:45:53,49553,both
88,starwars,Star Wars Lego Weibliche Pilotin Rebel,https://img.ricardostatic.ch/t_1800x1350/pl/1150687348/1/1/,2020-12-28 09:44:11,88_legosets.jpg,9.0,,2021-01-02 14:24:00,5 days 04:39:49,16789,auction
89,starwars,LEGO Star Wars Jabba's Palace 9516,https://img.ricardostatic.ch/t_1800x1350/pl/1147700088/1/1/,2020-12-28 09:44:15,89_legosets.jpg,159.0,229.0,2021-01-05 10:32:00,8 days 00:47:45,2865,both
90,starwars,LEGO Star Wars Captain Rex,https://img.ricardostatic.ch/t_1800x1350/pl/1148306184/1/1/,2020-12-28 09:44:18,90_legosets.jpg,49.0,69.0,2020-12-31 23:33:00,3 days 13:48:42,49722,both
91,starwars,LEGO Star Wars Snowspeeder & Hoth 75009,https://img.ricardostatic.ch/t_1800x1350/pl/1147229268/1/1/,2020-12-28 09:44:22,91_legosets.jpg,16.0,29.0,2021-01-04 22:33:00,7 days 12:48:38,46118,both
92,starwars,LEGO Star Wars 7964 - Republic Frigate,https://img.ricardostatic.ch/t_1800x1350/pl/1147700428/1/1/,2020-12-28 09:44:26,92_legosets.jpg,159.0,189.0,2021-01-05 10:32:00,8 days 00:47:34,2854,both
93,starwars,LEGO Star Wars Resistance Trooper 75131,https://img.ricardostatic.ch/t_1800x1350/pl/1148828490/1/1/,2020-12-28 09:44:30,93_legosets.jpg,20.0,,2020-12-31 15:30:00,3 days 05:45:30,20730,auction
94,starwars,Diverse Lego Star Wars,https://img.ricardostatic.ch/t_1800x1350/pl/1150870890/0/1/,2020-12-28 09:44:34,94_legosets.jpg,25.0,,2020-12-30 12:53:00,2 days 03:08:26,11306,auction
95,starwars,2 schöne Lego Star Wars Modelle,https://img.ricardostatic.ch/t_1800x1350/pl/1150398704/0/1/,2020-12-28 09:44:38,95_legosets.jpg,45.0,,2021-01-02 01:02:00,4 days 15:17:22,55042,auction
96,starwars,Kiste voller Lego Star Wars,https://img.ricardostatic.ch/t_1800x1350/pl/1151824446/3/1/,2020-12-28 09:44:41,96_legosets.jpg,180.0,230.0,2021-01-02 12:02:00,5 days 02:17:19,8239,both
97,starwars,Lego Star Wars Millenium Falke,https://img.ricardostatic.ch/t_1800x1350/pl/1148107114/6/1/,2020-12-28 09:44:45,97_legosets.jpg,110.0,160.0,2021-01-04 08:22:00,6 days 22:37:15,81435,both
98,starwars,Star Wars 75152,https://img.ricardostatic.ch/t_1000x750/pl/1150010190/2/1/star-wars-75152.jpg,2020-12-28 09:44:50,98_legosets.jpg,19.0,27.0,2021-01-03 16:39:00,6 days 06:54:10,24850,both
99,starwars,LEGO Star Wars Droid Gunship 75042,https://img.ricardostatic.ch/t_1800x1350/pl/1147260692/1/1/,2020-12-28 09:44:54,99_legosets.jpg,59.0,99.0,2020-12-31 13:32:00,3 days 03:47:06,13626,both
100,starwars,LEGO Star Wars Buildable Figures,https://img.ricardostatic.ch/t_1800x1350/pl/1150175856/3/1/,2020-12-28 09:44:58,100_legosets.jpg,8.0,,2021-01-03 18:01:00,6 days 08:16:02,29762,auction
101,starwars,LEGO Star Wars Bib Fortuna,https://img.ricardostatic.ch/t_1800x1350/pl/1147866264/1/1/,2020-12-28 09:45:02,101_legosets.jpg,25.0,35.0,2020-12-28 15:32:00,0 days 05:46:58,20818,both
102,starwars,X-Wing Starfighter 9493,https://img.ricardostatic.ch/t_1800x1350/pl/1144175070/2/1/,2020-12-28 09:45:05,102_legosets.jpg,30.0,,2021-01-03 09:31:00,5 days 23:45:55,85555,auction
103,starwars,LEGO Star Wars Boushh,https://img.ricardostatic.ch/t_1800x1350/pl/1147867212/1/1/,2020-12-28 09:45:09,103_legosets.jpg,45.0,69.0,2020-12-28 15:32:00,0 days 05:46:51,20811,both
104,starwars,LEGO Star War Figuren von FALCON 75105,https://img.ricardostatic.ch/t_1800x1350/pl/1148194288/0/1/,2020-12-28 09:45:13,104_legosets.jpg,39.9,59.9,2021-01-02 22:03:00,5 days 12:17:47,44267,both
105,starwars,LEGO Star Wars 75149 Resistance X-Wing,https://img.ricardostatic.ch/t_1000x750/pl/1148181778/0/1/lego-star-wars-75149-resistance-x-wing.jpg,2020-12-28 09:45:17,105_legosets.jpg,64.9,84.9,2021-01-02 18:33:00,5 days 08:47:43,31663,both
106,starwars,Lego Star Wars75099,https://img.ricardostatic.ch/t_1000x750/pl/1148991160/4/1/lego-star-wars75099.jpg,2020-12-28 09:45:21,106_legosets.jpg,10.0,20.0,2021-01-01 15:34:00,4 days 05:48:39,20919,both
107,starwars,LEGO Kessel Run Millennium Falcon 75212,https://img.ricardostatic.ch/t_1800x1350/pl/1148181770/0/1/,2020-12-28 09:45:25,107_legosets.jpg,119.9,149.9,2021-01-02 21:04:00,5 days 11:18:35,40715,both
108,starwars,145 Lego Star Wars Figuren,https://img.ricardostatic.ch/t_1800x1350/pl/1152063838/3/1/,2020-12-28 09:45:29,108_legosets.jpg,440.0,,2021-01-03 22:10:00,6 days 12:24:31,44671,auction
109,starwars,Lego 75102 Star Wars X-Wing Fighter,https://img.ricardostatic.ch/t_1800x1350/pl/1149694274/1/1/,2020-12-28 09:45:32,109_legosets.jpg,60.0,,2020-12-30 22:27:00,2 days 12:41:28,45688,auction
110,starwars,LEGO Star Wars 75022 Speeder Mandalorien,https://img.ricardostatic.ch/t_1800x1350/pl/1145897518/1/1/,2020-12-28 09:45:36,110_legosets.jpg,49.0,79.0,2021-01-05 15:35:00,8 days 05:49:24,20964,both
111,starwars,LEGO Star Wars Minifigur,https://img.ricardostatic.ch/t_1800x1350/pl/1150934344/0/1/,2020-12-28 09:45:40,111_legosets.jpg,4.0,,2020-12-29 20:07:00,1 days 10:21:20,37280,auction
112,starwars,LEGO Star Wars Minifigur,https://img.ricardostatic.ch/t_1800x1350/pl/1150934358/0/1/,2020-12-28 09:45:44,112_legosets.jpg,4.0,,2020-12-29 20:07:00,1 days 10:21:16,37276,auction
113,starwars,LEGO Star Wars Minifigur,https://img.ricardostatic.ch/t_1800x1350/pl/1150934366/0/1/,2020-12-28 09:45:48,113_legosets.jpg,8.0,,2020-12-29 20:08:00,1 days 10:22:12,37332,auction
114,starwars,LEGO Star Wars Minifigur,https://img.ricardostatic.ch/t_1800x1350/pl/1150934370/0/1/,2020-12-28 09:45:51,114_legosets.jpg,8.0,,2020-12-29 20:08:00,1 days 10:22:09,37329,auction
115,starwars,LEGO Star Wars Minifigur,https://img.ricardostatic.ch/t_1800x1350/pl/1150934220/0/1/,2020-12-28 09:45:55,115_legosets.jpg,5.0,,2020-12-29 20:08:00,1 days 10:22:05,37325,auction
